,Sentence,Sentiment
279,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",0
280,"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",0
281,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",0
282,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",0
283,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",0
284,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",0
285,"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",0
286,"Includes company and brand share data by category , as well as distribution channel data .",0
287,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,0
288,Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,0
289,"The company 's profit totaled Ls 134,700 .",0
290,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",0
291,Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,0
292,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,0
293,"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",0
294,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",0
295,"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",0
296,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",0
297,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",0
298,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",0
299,The business section also includes Ahlstrom 's sustainability report .,0
300,"+Â£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +Â£lo P+Ã±rnits , chairman of the supervisory board of +Â£lemiste City and Mainor .",0
301,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,0
302,"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",0
303,Barclays sells benchmark indices unit to Bloomberg,0
304,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,0
305,Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,0
306,"ISMS does not disclose its financial results , the daily said .",0
307,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",0
308,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,0
309,"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",0
310,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",0
311,"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",0
312,Protalix has $ 42 million in cash and no sales .,0
313,All rights reserved .,0
314,"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",0
315,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",0
316,Shire Sees Baxalta Deal Closing as Expected After New Rules,0
317,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,0
318,"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",0
319,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",0
320,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,0
321,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",0
322,Cash Flow from Operations for the most recent quarter also reached a eight year low .,0
323,Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,0
324,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,0
325,"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",0
326,Financial details were not disclosed .,0
327,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",0
328,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",0
329,Should You Follow Berkshire Hathaway Into Apple Stock?,0
330,The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,0
331,"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",0
332,"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",0
333,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,0
334,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",0
335,"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .",0
336,"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",0
337,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,0
338,"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com",0
339,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",0
340,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0
341,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",0
342,It inspects the companys strategic strengths and weaknesses .,0
343,No planned closing date was provided .,0
344,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",0
345,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,0
346,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",0
347,The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,0
348,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",0
349,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,0
